ID,Section,Title,Content,RuleMatch,ExtractedRule
99,Section: 4.2.9.. Handshake Protocol_Extensions_Pre-Shared Key Exchange Modes,PSK Key Exchange Modes Extension,"In order to use PSKs, clients MUST also send a ""psk_key_exchange_modes"" extension. The semantics of this extension are that the client only supports the use of PSKs with these modes, which restricts both the use of PSKs offered in this ClientHello and those which the server might supply via NewSessionTicket. A client MUST provide a ""psk_key_exchange_modes"" extension if it offers a ""pre_shared_key"" extension. If clients offer ""pre_shared_key"" without a ""psk_key_exchange_modes"" extension, servers MUST abort the handshake. Servers MUST NOT select a key exchange mode that is not listed by the client. This extension also restricts the modes for use with PSK resumption. Servers SHOULD NOT send NewSessionTicket with tickets that are not compatible with the advertised modes; however, if a server does so, the impact will just be that the client's attempts at resumption fail. The server MUST NOT send a ""psk_key_exchange_modes"" extension.",1,"<CLI-MSG-CONST> <1> (Clients MUST send a ""psk_key_exchange_modes"" extension if they offer a ""pre_shared_key"" extension) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake if ""pre_shared_key"" is offered without a ""psk_key_exchange_modes"" extension)  
<CLI-MSG-CONST> <1> (Clients MUST restrict PSK usage to modes listed in the ""psk_key_exchange_modes"" extension) + <SRV-MSG-PROC> <1> (Servers MUST NOT select a key exchange mode not listed by the client)  
<SRV-MSG-PROC> <0> (Servers SHOULD NOT send NewSessionTicket with incompatible tickets, but if they do, only resumption attempts will fail) + <SRV-MSG-CONST> <0> (Servers MUST NOT send a ""psk_key_exchange_modes"" extension)"
100,Section: 4.2.9.. Handshake Protocol_Extensions_Pre-Shared Key Exchange Modes,PskKeyExchangeMode Enumeration,"enum { psk_ke(0), psk_dhe_ke(1), (255) ",0,Skip
101,Section: 4.2.9.. Handshake Protocol_Extensions_Pre-Shared Key Exchange Modes,PskKeyExchangeModes Structure,struct { PskKeyExchangeMode ke_modes<1..255>; ,0,Skip
102,Section: 4.2.9.. Handshake Protocol_Extensions_Pre-Shared Key Exchange Modes,Key Establishment Modes,"psk_ke: PSK-only key establishment. In this mode, the server MUST NOT supply a ""key_share"" value. psk_dhe_ke: PSK with (EC)DHE key establishment. In this mode, the client and server MUST supply ""key_share"" values as described in Section 4.2.8. Any future values that are allocated must ensure that the transmitted protocol messages unambiguously identify which mode was selected by the server; at present, this is indicated by the presence of the ""key_share"" in the ServerHello.",1,"<SRV-MSG-CONST> <1> (Servers MUST NOT supply a ""key_share"" value in the psk_ke mode) + <CLI-MSG-PROC> <1> (Clients MUST recognize that psk_ke mode does not include ""key_share"" values)
<SRV-MSG-CONST> <1> (Servers MUST supply ""key_share"" values in the psk_dhe_ke mode as described in Section 4.2.8) + <CLI-MSG-PROC> <1> (Clients MUST provide ""key_share"" values when using psk_dhe_ke mode)
<SRV-MSG-CONST> <1> (Servers MUST ensure protocol messages clearly indicate the selected key establishment mode) + <CLI-MSG-PROC> <0> (Clients MUST interpret the presence of ""key_share"" in ServerHello as an indication of the selected mode)"
103,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Early Data Use with PSK,"When a PSK is used and early data is allowed for that PSK, the client can send Application Data in its first flight of messages. If the client opts to do so, it MUST supply both the ""pre_shared_key"" and ""early_data"" extensions. The ""extension_data"" field of this extension contains an ""EarlyDataIndication"" value.",1,"<CLI-MSG-CONST> <1> (Clients MUST supply both ""pre_shared_key"" and ""early_data"" extensions when using early data with a PSK) + <SRV-MSG-PROC> <1> (Servers MUST verify the presence of both ""pre_shared_key"" and ""early_data"" extensions in the client's first flight of messages)  
<CLI-MSG-CONST> <1> (Clients MUST include ""EarlyDataIndication"" value in the ""extension_data"" field of the ""early_data"" extension) + <SRV-MSG-PROC> <0> (Servers MAY inspect the ""EarlyDataIndication"" value for compliance with protocol requirements)"
104,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Early Data Indication Structure,"The structure for EarlyDataIndication is defined as follows:

```c
struct {",0,Skip
105,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Parameters for 0-RTT Data,"The parameters for the 0-RTT data (version, symmetric cipher suite, Application-Layer Protocol Negotiation (ALPN) protocol, etc.) are those associated with the PSK in use. For externally provisioned PSKs, the associated values are those provisioned along with the key. For PSKs established via a NewSessionTicket message, the associated values are those which were negotiated in the connection which established the PSK. The PSK used to encrypt the early data MUST be the first PSK listed in the client's ""pre_shared_key"" extension.",1,"<CLI-MSG-CONST> <1> (Clients MUST use the first PSK listed in the ""pre_shared_key"" extension to encrypt early data) + <SRV-MSG-PROC> <1> (Servers MUST verify that the PSK used for early data is the first PSK in the client's ""pre_shared_key"" extension)  
<CLI-MSG-CONST> <1> (Parameters for 0-RTT data are those associated with the PSK in use, including version, cipher suite, and ALPN protocol) + <SRV-MSG-PROC> <0> (Servers MUST accept parameters associated with the PSK as provisioned or negotiated)"
106,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Server Validation of PSK Ticket,"For PSKs provisioned via NewSessionTicket, a server MUST validate that the ticket age for the selected PSK identity (computed by subtracting ticket_age_add from PskIdentity.obfuscated_ticket_age modulo 2^32) is within a small tolerance of the time since the ticket was issued (see Section 8). If it is not, the server SHOULD proceed with the handshake but reject 0-RTT, and SHOULD NOT take any other action that assumes that this ClientHello is fresh.",1,"<SRV-MSG-PROC> <1> (Servers MUST validate that the ticket age for the selected PSK identity is within a small tolerance of the time since the ticket was issued) + <SRV-MSG-PROC> <1> (If the ticket age validation fails, servers SHOULD reject 0-RTT and SHOULD NOT assume the ClientHello is fresh)"
107,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,0-RTT Message Handling,"0-RTT messages sent in the first flight have the same (encrypted) content types as messages of the same type sent in other flights (handshake and application_data) but are protected under different keys. After receiving the server's Finished message, if the server has accepted early data, an EndOfEarlyData message will be sent to indicate the key change. This message will be encrypted with the 0-RTT traffic keys.",0,Skip
108,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Server Response Options,"A server which receives an ""early_data"" extension MUST behave in one of three ways:
- Ignore the extension and return a regular 1-RTT response.
- Request the client to send another ClientHello by responding with a HelloRetryRequest.
- Return its own ""early_data"" extension in EncryptedExtensions, indicating it intends to process the early data.",1,"<SRV-MSG-PROC> <1> (Servers MUST choose one of three behaviors upon receiving an ""early_data"" extension: ignore it and return a regular 1-RTT response, request a new ClientHello via HelloRetryRequest, or return their own ""early_data"" extension in EncryptedExtensions) + <CLI-MSG-CONST> <0> (Clients MAY expect one of these three server responses when including an ""early_data"" extension)"
109,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Requirements for Early Data Acceptance,"In order to accept early data, the server MUST have accepted a PSK cipher suite and selected the first key offered in the client's ""pre_shared_key"" extension. It MUST also verify that the TLS version number, selected cipher suite, and selected ALPN protocol (if any) are the same as those associated with the selected PSK.",1,"<SRV-MSG-CONST> <1> (Servers MUST accept early data only if a PSK cipher suite is selected and the first key in the client's ""pre_shared_key"" extension is chosen) + <SRV-MSG-PROC> <1> (Servers MUST verify that the TLS version, selected cipher suite, and selected ALPN protocol (if any) match those associated with the selected PSK)"
110,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Error Handling for Early Data,"If any of these checks fail, the server MUST NOT respond with the extension and must discard all the first-flight data using one of the mechanisms listed above. If the server accepts the ""early_data"" extension, it MUST comply with error-handling requirements specified for all records when processing early data records.",1,"<SRV-MSG-PROC> <1> (If checks fail, the server MUST discard all first-flight data and MUST NOT respond with the ""early_data"" extension) + <SRV-MSG-PROC> <1> (If the ""early_data"" extension is accepted, the server MUST comply with error-handling requirements for all records when processing early data records)"
111,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Client Handling of Rejected Early Data,"If the server rejects the ""early_data"" extension, the client application MAY opt to retransmit the Application Data previously sent in early data once the handshake has been completed. However, automatic retransmission of early data could lead to incorrect assumptions about the connection state.",0,Skip
112,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Guidance for TLS Implementations,A TLS implementation SHOULD NOT automatically resend early data; applications are in a better position to decide when retransmission is appropriate. A TLS implementation MUST NOT automatically resend early data unless the negotiated connection selects the same ALPN protocol.,1,<CLI-MSG-PROC> <1> (TLS implementations MUST NOT automatically resend early data unless the negotiated connection selects the same ALPN protocol) + <CLI-MSG-PROC> <0> (TLS implementations SHOULD NOT automatically resend early data; applications should decide when retransmission is appropriate)
113,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Pre-Shared Key Extension Purpose,"The ""pre_shared_key"" extension is used to negotiate the identity of the pre-shared key to be used with a given handshake in association with PSK key establishment.",0,Skip
114,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,PreSharedKeyExtension Structure,"The ""extension_data"" field of this extension contains a ""PreSharedKeyExtension"" value:

```plaintext
struct {
    opaque identity<1..2^16-1>;
    uint32 obfuscated_ticket_age;
",0,Skip
115,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Identity Field Description,"identity:  A label for a key. For instance, a ticket (as defined in Appendix B.3.4) or a label for a pre-shared key established externally.",0,Skip
116,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Obfuscated Ticket Age Description,"obfuscated_ticket_age:  An obfuscated version of the age of the key. Section 4.2.11.1 describes how to form this value for identities established via the NewSessionTicket message. For identities established externally, an obfuscated_ticket_age of 0 SHOULD be used, and servers MUST ignore the value.",1,"<CLI-MSG-CONST> <1> (For identities established externally, clients SHOULD set the obfuscated_ticket_age to 0) + <SRV-MSG-PROC> <1> (Servers MUST ignore the obfuscated_ticket_age value when it is 0)  
<CLI-MSG-CONST> <0> (For identities established via NewSessionTicket, clients MUST follow the instructions in Section 4.2.11.1 to form the obfuscated_ticket_age) + <SRV-MSG-PROC> <0> (Servers MUST process obfuscated_ticket_age according to Section 4.2.11.1 for identities established via NewSessionTicket)"
117,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Identities Field Description,"identities:  A list of the identities that the client is willing to negotiate with the server. If sent alongside the ""early_data"" extension (see Section 4.2.10), the first identity is the one used for 0-RTT data.",0,Skip
118,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Binders Field Description,"binders:  A series of HMAC values, one for each value in the identities list and in the same order, computed as described below.",0,Skip
119,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Selected Identity Description,selected_identity:  The server's chosen identity expressed as a (0-based) index into the identities in the client's list.,0,Skip
120,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,PSK Hash Algorithm Requirements,"Each PSK is associated with a single Hash algorithm. For PSKs established via the ticket mechanism (Section 4.6.1), this is the KDF Hash algorithm on the connection where the ticket was established. For externally established PSKs, the Hash algorithm MUST be set when the PSK is established or default to SHA-256 if no such algorithm is defined. The server MUST ensure that it selects a compatible PSK (if any) and cipher suite.",1,"<SRV-MSG-CONST> <1> (Servers MUST select a compatible PSK and cipher suite based on the Hash algorithm associated with the PSK) + <SRV-MSG-CONST> <1> (For externally established PSKs, the Hash algorithm MUST be defined at the time of establishment or default to SHA-256 if not specified)  
<CLI-MSG-CONST> <1> (Clients MUST ensure that the Hash algorithm is set when establishing externally defined PSKs) + <SRV-MSG-PROC> <0> (Servers MUST verify the Hash algorithm compatibility when selecting a PSK)"
121,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Server Name Identification Note,"In TLS versions prior to TLS 1.3, the Server Name Identification (SNI) value was intended to be associated with the session (Section 3 of [RFC6066]). In TLS 1.3, the SNI value is always explicitly specified in the resumption handshake. Clients, however, SHOULD store the SNI with the PSK to fulfill the requirements of Section 4.6.1.",0,Skip
122,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Implementation Notes,"Implementor's note: When session resumption is the primary use case of PSKs, the most straightforward way to implement the PSK/cipher suite matching requirements is to negotiate the cipher suite first and then exclude any incompatible PSKs. Any unknown PSKs should simply be ignored. If no acceptable PSKs are found, the server SHOULD perform a non-PSK handshake if possible.",0,Skip
123,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Binder Validation Requirements,"Prior to accepting PSK key establishment, the server MUST validate the corresponding binder value. If this value is not present or does not validate, the server MUST abort the handshake. Servers SHOULD NOT attempt to validate multiple binders; rather, they SHOULD select a single PSK and validate solely the binder that corresponds to that PSK.",1,"<SRV-MSG-PROC> <1> (Servers MUST validate the corresponding binder value before accepting PSK key establishment) + <SRV-MSG-PROC> <1> (If the binder value is absent or does not validate, servers MUST abort the handshake)  
<SRV-MSG-PROC> <0> (Servers SHOULD select a single PSK and validate only the corresponding binder) + <SRV-MSG-PROC> <0> (Servers SHOULD NOT attempt to validate multiple binders)"
124,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Client Verification Requirements,"Clients MUST verify that the server's selected_identity is within the range supplied by the client, that the server selected a cipher suite indicating a Hash associated with the PSK, and that a server ""key_share"" extension is present if required by the ClientHello ""psk_key_exchange_modes"" extension. If these values are not consistent, the client MUST abort the handshake with an ""illegal_parameter"" alert.",1,"<CLI-MSG-PROC> <1> (Clients MUST verify that the server's selected_identity is within the range supplied by the client) + <CLI-MSG-PROC> <1> (Clients MUST verify that the server selected a cipher suite indicating a Hash associated with the PSK)  
<CLI-MSG-PROC> <1> (Clients MUST verify that a server ""key_share"" extension is present if required by the ClientHello ""psk_key_exchange_modes"" extension) + <CLI-MSG-PROC> <1> (If any verification fails, clients MUST abort the handshake with an ""illegal_parameter"" alert)"
125,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Early Data Verification,"If the server supplies an ""early_data"" extension, the client MUST verify that the server's selected_identity is 0. If any other value is returned, the client MUST abort the handshake with an ""illegal_parameter"" alert.",1,"<CLI-MSG-PROC> <1> (Clients MUST verify that the server's selected_identity is 0 when an ""early_data"" extension is supplied) + <CLI-MSG-PROC> <1> (If the selected_identity is not 0, clients MUST abort the handshake with an ""illegal_parameter"" alert)"
126,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Extension Position Requirement,"The ""pre_shared_key"" extension MUST be the last extension in the ClientHello. Servers MUST check that it is the last extension and otherwise fail the handshake with an ""illegal_parameter"" alert.",1,"<CLI-MSG-CONST> <1> (Clients MUST place the ""pre_shared_key"" extension as the last extension in the ClientHello) + <SRV-MSG-PROC> <1> (Servers MUST verify that the ""pre_shared_key"" extension is the last extension in ClientHello and fail the handshake with an ""illegal_parameter"" alert if it is not)"
127,Section: 4.2.11.1.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Ticket Age,Ticket Age Overview,"The client's view of the age of a ticket is the time since the receipt of the NewSessionTicket message. Clients MUST NOT attempt to use tickets which have ages greater than the ""ticket_lifetime"" value which was provided with the ticket.",1,"<CLI-MSG-PROC> <1> (Clients MUST NOT use tickets that have ages greater than the ""ticket_lifetime"" value provided with the ticket) + <SRV-MSG-PROC> <0> (Servers MUST verify ticket age against the ""ticket_lifetime"" during session resumption)"
128,Section: 4.2.11.1.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Ticket Age,Obfuscated Ticket Age Calculation,"The ""obfuscated_ticket_age"" field of each PskIdentity contains an obfuscated version of the ticket age formed by taking the age in milliseconds and adding the ""ticket_age_add"" value that was included with the ticket (see Section 4.6.1), modulo 2^32. This addition prevents passive observers from correlating connections unless tickets are reused.",0,Skip
129,Section: 4.2.11.1.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Ticket Age,Field Units and Limits,"Note that the ""ticket_lifetime"" field in the NewSessionTicket message is in seconds but the ""obfuscated_ticket_age"" is in milliseconds. Because ticket lifetimes are restricted to a week, 32 bits is enough to represent any plausible age, even in milliseconds.",0,Skip
130,Section: 4.2.11.2.. Handshake Protocol_Extensions_Pre-Shared Key Extension_PSK Binder,PSK Binder Overview,"The PSK binder value forms a binding between a PSK and the current handshake, as well as a binding between the handshake in which the PSK was generated (if via a NewSessionTicket message) and the current handshake. Each entry in the binders list is computed as an HMAC over a transcript hash (see Section 4.4.1) containing a partial ClientHello up to and including the PreSharedKeyExtension.identities field. That is, it includes all of the ClientHello but not the binders list itself. The length fields for the message (including the overall length, the length of the extensions block, and the length of the ""pre_shared_key"" extension) are all set as if binders of the correct lengths were present.",0,Skip
131,Section: 4.2.11.2.. Handshake Protocol_Extensions_Pre-Shared Key Extension_PSK Binder,PskBinderEntry Calculation,The PskBinderEntry is computed in the same way as the Finished message (Section 4.4.4) but with the BaseKey being the binder_key derived via the key schedule from the corresponding PSK which is being offered (see Section 7.1).,0,Skip
132,Section: 4.2.11.2.. Handshake Protocol_Extensions_Pre-Shared Key Extension_PSK Binder,Handling HelloRetryRequest,"If the handshake includes a HelloRetryRequest, the initial ClientHello and HelloRetryRequest are included in the transcript along with the new ClientHello. For instance, if the client sends ClientHello1, its binder will be computed over: Transcript-Hash(Truncate(ClientHello1)) Where Truncate() removes the binders list from the ClientHello.",0,Skip
133,Section: 4.2.11.2.. Handshake Protocol_Extensions_Pre-Shared Key Extension_PSK Binder,Binder Calculation After HelloRetryRequest,"If the server responds with a HelloRetryRequest and the client then sends ClientHello2, its binder will be computed over: Transcript-Hash(ClientHello1, HelloRetryRequest, Truncate(ClientHello2)) The full ClientHello1/ClientHello2 is included in all other handshake hash computations. Note that in the first flight, Truncate(ClientHello1) is hashed directly, but in the second flight, ClientHello1 is hashed and then reinjected as a ""message_hash"" message, as described in Section 4.4.1.",0,Skip
134,Section: 4.2.11.3.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Processing Order,0-RTT Data Streaming,"Clients are permitted to ""stream"" 0-RTT data until they receive the server's Finished, only then sending the EndOfEarlyData message, followed by the rest of the handshake.",0,Skip
135,Section: 4.2.11.3.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Processing Order,Early Data Processing Rules,"In order to avoid deadlocks, when accepting ""early_data"", servers MUST process the client's ClientHello and then immediately send their flight of messages, rather than waiting for the client's EndOfEarlyData message before sending its ServerHello.",1,"<SRV-MSG-PROC> <1> (Servers MUST process the ClientHello before sending their flight of messages when accepting ""early_data"") + <SRV-MSG-PROC> <0> (Servers MUST NOT wait for the client's EndOfEarlyData message before sending the ServerHello)"
136,Section: 4.3.. Handshake Protocol_Server Parameters,Server Messages Overview,"The next two messages from the server, EncryptedExtensions and CertificateRequest, contain information from the server that determines the rest of the handshake. These messages are encrypted with keys derived from the server_handshake_traffic_secret.",0,Skip
137,Section: 4.3.1.. Handshake Protocol_Server Parameters_Encrypted Extensions,EncryptedExtensions Purpose,"In all handshakes, the server MUST send the EncryptedExtensions message immediately after the ServerHello message. This is the first message that is encrypted under keys derived from the server_handshake_traffic_secret.",1,<SRV-MSG-CONST> <1> (Servers MUST send the EncryptedExtensions message immediately after the ServerHello message in all handshakes) + <SRV-MSG-PROC> <1> (Servers MUST ensure that the EncryptedExtensions message is the first message encrypted under keys derived from the server_handshake_traffic_secret)
138,Section: 4.3.1.. Handshake Protocol_Server Parameters_Encrypted Extensions,Extension Requirements,"The EncryptedExtensions message contains extensions that can be protected, i.e., any which are not needed to establish the cryptographic context but which are not associated with individual certificates. The client MUST check EncryptedExtensions for the presence of any forbidden extensions and if any are found MUST abort the handshake with an ""illegal_parameter"" alert.",1,"<CLI-MSG-PROC> <1> (Clients MUST check the EncryptedExtensions message for any forbidden extensions) + <CLI-MSG-PROC> <1> (If forbidden extensions are found, clients MUST abort the handshake with an ""illegal_parameter"" alert)"
139,Section: 4.3.1.. Handshake Protocol_Server Parameters_Encrypted Extensions,Message Structure,"Structure of this message:

```plaintext
struct {
    Extension extensions<0..2^16-1>;
",0,Skip
140,Section: 4.3.1.. Handshake Protocol_Server Parameters_Encrypted Extensions,Extensions Field Details,"extensions: A list of extensions. For more information, see the table in Section 4.2.",0,Skip
141,Section: 4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,Certificate Request Purpose,"A server which is authenticating with a certificate MAY optionally request a certificate from the client. This message, if sent, MUST follow EncryptedExtensions.",1,"<SRV-MSG-CONST><1>(Servers MAY optionally request a certificate from the client when authenticating with a certificate) + <SRV-MSG-CONST><1>(If a server requests a certificate, this message MUST follow EncryptedExtensions)"
142,Section: 4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,CertificateRequest Structure,"Structure of this message:

```plaintext
struct {
    opaque certificate_request_context<0..2^8-1>;
    Extension extensions<2..2^16-1>;
",0,Skip
143,Section: 4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,Certificate Request Context,"certificate_request_context: An opaque string which identifies the certificate request and which will be echoed in the client's Certificate message. The certificate_request_context MUST be unique within the scope of this connection, thus preventing replay of client CertificateVerify messages. This field SHALL be zero length unless used for the post-handshake authentication exchanges described in Section 4.6.2. When requesting post-handshake authentication, the server SHOULD make the context unpredictable to the client (e.g., by randomly generating it) to prevent an attacker who has temporary access to the client's private key from pre-computing valid CertificateVerify messages.",1,"<SRV-MSG-CONST> <1> (The server MUST ensure the certificate_request_context is unique within the scope of the connection to prevent replay of client CertificateVerify messages) + <CLI-MSG-PROC> <1> (Clients MUST echo the unique certificate_request_context in their Certificate message)

<SRV-MSG-CONST> <0> (The server SHALL keep the certificate_request_context zero length unless used for post-handshake authentication exchanges) + <CLI-MSG-CONST> <0> (Clients MUST accept a zero length certificate_request_context unless post-handshake authentication is being requested)

<SRV-MSG-CONST> <1> (When requesting post-handshake authentication, the server SHOULD generate a random certificate_request_context to ensure unpredictability) + <CLI-MSG-PROC> <0> (Clients SHOULD prepare for an unpredictable certificate_request_context when post-handshake authentication is involved)"
144,Section: 4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,Extensions Requirements,"extensions: A set of extensions describing the parameters of the certificate being requested. The ""signature_algorithms"" extension MUST be specified, and other extensions may optionally be included if defined for this message. Clients MUST ignore unrecognized extensions.",1,"<SRV-MSG-CONST> <1> (Servers MUST include the ""signature_algorithms"" extension in the Certificate Request) + <SRV-MSG-CONST> <0> (Servers MAY include other optional extensions in the Certificate Request if defined for this message)

<CLI-MSG-PROC> <1> (Clients MUST ignore any unrecognized extensions in the Certificate Request)"
145,Section: 4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,TLS 1.3 Differences,"In prior versions of TLS, the CertificateRequest message carried a list of signature algorithms and certificate authorities which the server would accept. In TLS 1.3, the former is expressed by sending the ""signature_algorithms"" and optionally ""signature_algorithms_cert"" extensions. The latter is expressed by sending the ""certificate_authorities"" extension (see Section 4.2.4).",0,Skip
146,Section: 4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,PSK Authentication Restriction,"Servers which are authenticating with a PSK MUST NOT send the CertificateRequest message in the main handshake, though they MAY send it in post-handshake authentication (see Section 4.6.2) provided that the client has sent the ""post_handshake_auth"" extension (see Section 4.2.6).",1,"<SRV-MSG-CONST> <1> (Servers MUST NOT send the CertificateRequest message during the main handshake when authenticating with a PSK) + <SRV-MSG-CONST> <1> (Servers MAY send the CertificateRequest message in post-handshake authentication if the client has sent the ""post_handshake_auth"" extension)"
147,Section: 4.4.. Handshake Protocol_Authentication Messages,Authentication Messages Overview,"TLS generally uses a common set of messages for authentication, key confirmation, and handshake integrity: Certificate, CertificateVerify, and Finished. These three messages are always sent as the last messages in their handshake flight. The Certificate and CertificateVerify messages are only sent under certain circumstances, as defined below. The Finished message is always sent as part of the Authentication Block. These messages are encrypted under keys derived from the [sender]_handshake_traffic_secret.",0,Skip
148,Section: 4.4.. Handshake Protocol_Authentication Messages,Inputs for Authentication Messages,"The computations for the Authentication messages all uniformly take the following inputs:
- The certificate and signing key to be used.
- A Handshake Context consisting of the set of messages to be included in the transcript hash.
- A Base Key to be used to compute a MAC key.",0,Skip
149,Section: 4.4.. Handshake Protocol_Authentication Messages,Message Definitions,"Based on these inputs, the messages then contain:
- **Certificate**: The certificate to be used for authentication, and any supporting certificates in the chain. Note that certificate-based client authentication is not available in PSK handshake flows (including 0-RTT).
- **CertificateVerify**: A signature over the value Transcript-Hash(Handshake Context, Certificate).
- **Finished**: A MAC over the value Transcript-Hash(Handshake Context, Certificate, CertificateVerify) using a MAC key derived from the Base Key.",0,Skip
150,Section: 4.4.. Handshake Protocol_Authentication Messages,Handshake Context and MAC Base Key Table,"The following table defines the Handshake Context and MAC Base Key for each scenario:

| Mode        | Handshake Context                  | Base Key                      |
|-------------|------------------------------------|-------------------------------|
| Server      | ClientHello ... later of          | server_handshake_traffic_     |
|             | EncryptedExtensions/               | secret                        |
|             | CertificateRequest                 |                               |
| Client      | ClientHello ... later of          | client_handshake_traffic_     |
|             | server Finished/EndOfEarlyData    | secret                        |
| Post-Handshake | ClientHello ... client Finished +| client_application_traffic_    |
|             | CertificateRequest                 | secret_N                      |",0,Skip
151,Section: 4.4.1.. Handshake Protocol_Authentication Messages_The Transcript Hash,Transcript Hash Overview,"Many of the cryptographic computations in TLS make use of a transcript hash. This value is computed by hashing the concatenation of each included handshake message, including the handshake message header carrying the handshake message type and length fields, but not including record layer headers.",0,Skip
152,Section: 4.4.1.. Handshake Protocol_Authentication Messages_The Transcript Hash,Transcript Hash Calculation,"I.e.,  
Transcript-Hash(M1, M2, ... Mn) = Hash(M1 || M2 || ... || Mn)",0,Skip
153,Section: 4.4.1.. Handshake Protocol_Authentication Messages_The Transcript Hash,HelloRetryRequest Exception,"As an exception to this general rule, when the server responds to a ClientHello with a HelloRetryRequest, the value of ClientHello1 is replaced with a special synthetic handshake message of handshake type ""message_hash"" containing Hash(ClientHello1). I.e.,  
Transcript-Hash(ClientHello1, HelloRetryRequest, ... Mn) = Hash(message_hash || 00 00 Hash.length || Hash(ClientHello1) || HelloRetryRequest || ... || Mn)",0,Skip
154,Section: 4.4.1.. Handshake Protocol_Authentication Messages_The Transcript Hash,Purpose of Synthetic Message,"The reason for this construction is to allow the server to do a stateless HelloRetryRequest by storing just the hash of ClientHello1 in the cookie, rather than requiring it to export the entire intermediate hash state (see Section 4.2.2).",0,Skip
155,Section: 4.4.1.. Handshake Protocol_Authentication Messages_The Transcript Hash,Message Sequence for Transcript Hash,"For concreteness, the transcript hash is always taken from the following sequence of handshake messages, starting at the first ClientHello and including only those messages that were sent:  
ClientHello, HelloRetryRequest, ClientHello, ServerHello, EncryptedExtensions, server CertificateRequest, server Certificate, server CertificateVerify, server Finished, EndOfEarlyData, client Certificate, client CertificateVerify, client Finished.",0,Skip
156,Section: 4.4.1.. Handshake Protocol_Authentication Messages_The Transcript Hash,Implementation Notes,"In general, implementations can implement the transcript by keeping a running transcript hash value based on the negotiated hash. Note, however, that subsequent post-handshake authentications do not include each other, just the messages through the end of the main handshake.",0,Skip
157,Section: 4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Certificate Message Purpose,"This message conveys the endpoint's certificate chain to the peer. The server MUST send a Certificate message whenever the agreed-upon key exchange method uses certificates for authentication (this includes all key exchange methods defined in this document except PSK). The client MUST send a Certificate message if and only if the server has requested client authentication via a CertificateRequest message (Section 4.3.2). If the server requests client authentication but no suitable certificate is available, the client MUST send a Certificate message containing no certificates (i.e., with the ""certificate_list"" field having length 0). A Finished message MUST be sent regardless of whether the Certificate message is empty.",1,"<SRV-MSG-CONST><1>(Servers MUST send a Certificate message when using certificate-based key exchange methods) + <CLI-MSG-PROC><1>(Clients MUST send a Certificate message only if requested by the server via a CertificateRequest message)

<CLI-MSG-CONST><1>(Clients MUST send an empty Certificate message if no suitable certificate is available when client authentication is requested) + <SRV-MSG-PROC><1>(Servers MUST accept an empty Certificate message with a ""certificate_list"" field of length 0)

<SRV-MSG-PROC><1>(A Finished message MUST be sent after the Certificate message, regardless of its content) + <CLI-MSG-PROC><1>(Clients MUST also send a Finished message following their Certificate message)"
