index,Section,Title,Content,result
82,4.4.2.2.. Handshake Protocol_Authentication Messages_Certificate_Server Certificate Selection,Fallback Certificate Chain Handling,"If the server cannot produce a certificate chain that is signed only via the indicated supported algorithms, then it SHOULD continue the handshake by sending the client a certificate chain of its choice that may include algorithms that are not known to be supported by the client. This fallback chain SHOULD NOT use the deprecated SHA-1 hash algorithm in general, but MAY do so if the client's advertisement permits it, and MUST NOT do so otherwise.","""[
  {
    ""section"": ""4.4.2.2.. Handshake Protocol_Authentication Messages_Certificate_Server Certificate Selection"",
    ""title"": ""Fallback Certificate Chain Handling"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers SHOULD send a certificate chain of their choice if they cannot produce a chain signed only via the indicated supported algorithms.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Clients MUST check the received certificate chain for compatibility with the supported algorithms.""
    }
  },
  {
    ""section"": ""4.4.2.2.. Handshake Protocol_Authentication Messages_Certificate_Server Certificate Selection"",
    ""title"": ""Fallback Certificate Chain Handling"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Fallback chains SHOULD NOT use the deprecated SHA-1 hash algorithm in general, but MAY do so if permitted by the client's advertisement.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Clients MUST reject fallback chains that use SHA-1 if their advertisement does not permit it.""
    }
  }
]"""
83,4.4.2.2.. Handshake Protocol_Authentication Messages_Certificate_Server Certificate Selection,Client Handling of Certificate Chains,"If the client cannot construct an acceptable chain using the provided certificates and decides to abort the handshake, then it MUST abort the handshake with an appropriate certificate-related alert (by default, ""unsupported_certificate""; see Section 6.2 for more information).","""[
  {
    ""section"": ""4.4.2.2.. Handshake Protocol_Authentication Messages_Certificate_Server Certificate Selection"",
    ""title"": ""Client Handling of Certificate Chains"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST construct an acceptable chain using provided certificates or decide to abort the handshake.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""If the client aborts the handshake, it MUST send an appropriate certificate-related alert, defaulting to 'unsupported_certificate'.""
    }
  }
]"""
84,4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection,Client Certificate Selection Rules,"The following rules apply to certificates sent by the client:

- The certificate type MUST be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).

- If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.

- The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2. Note that this relaxes the constraints on certificate-signing algorithms found in prior versions of TLS.

- If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5.","""[
  {
    ""section"": ""4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection"",
    ""title"": ""Client Certificate Selection Rules"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST send certificates of type X.509v3 unless explicitly negotiated otherwise.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST validate that the client certificate is of type X.509v3 unless a different type has been negotiated.""
    }
  },
  {
    ""section"": ""4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection"",
    ""title"": ""Client Certificate Selection Rules"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""If the \""certificate_authorities\"" extension in the CertificateRequest message is present, at least one certificate in the chain SHOULD be issued by one of the listed CAs.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers SHOULD check that at least one certificate in the chain is issued by one of the CAs listed in the \""certificate_authorities\"" extension.""
    }
  },
  {
    ""section"": ""4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection"",
    ""title"": ""Client Certificate Selection Rules"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST ensure that certificates are signed using an acceptable signature algorithm as specified in Section 4.3.2.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST verify that the signature algorithm used to sign the certificates is acceptable as defined in Section 4.3.2.""
    }
  },
  {
    ""section"": ""4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection"",
    ""title"": ""Client Certificate Selection Rules"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""If the CertificateRequest message contains a non-empty \""oid_filters\"" extension, the end-entity certificate MUST match the recognized OIDs.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST check that the end-entity certificate matches the OIDs specified in the \""oid_filters\"" extension.""
    }
  }
]"""
85,4.4.2.4.. Handshake Protocol_Authentication Messages_Certificate_Receiving a Certificate Message,Server Certificate Handling,"If the server supplies an empty Certificate message, the client MUST abort the handshake with a ""decode_error"" alert.","""[
  {
    ""section"": ""4.4.2.4.. Handshake Protocol_Authentication Messages_Certificate_Receiving a Certificate Message"",
    ""title"": ""Server Certificate Handling"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST abort the handshake if the server supplies an empty Certificate message.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST ensure that they do not send an empty Certificate message to avoid client handshake abort.""
    }
  }
]"""
86,4.4.2.4.. Handshake Protocol_Authentication Messages_Certificate_Receiving a Certificate Message,Signature Algorithm Restrictions,"Any endpoint receiving any certificate which it would need to validate using any signature algorithm using an MD5 hash MUST abort the handshake with a ""bad_certificate"" alert. SHA-1 is deprecated, and it is RECOMMENDED that any endpoint receiving any certificate which it would need to validate using any signature algorithm using a SHA-1 hash abort the handshake with a ""bad_certificate"" alert. For clarity, this means that endpoints can accept these algorithms for certificates that are self-signed or are trust anchors.","""[
  {
    ""section"": ""4.4.2.4.. Handshake Protocol_Authentication Messages_Certificate_Receiving a Certificate Message"",
    ""title"": ""Signature Algorithm Restrictions"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Endpoints MUST abort the handshake with a \""bad_certificate\"" alert if they receive a certificate requiring validation using an MD5 hash.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST reject any certificate using MD5 for validation with a \""bad_certificate\"" alert.""
    }
  },
  {
    ""section"": ""4.4.2.4.. Handshake Protocol_Authentication Messages_Certificate_Receiving a Certificate Message"",
    ""title"": ""Signature Algorithm Restrictions"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""It is RECOMMENDED that endpoints abort the handshake with a \""bad_certificate\"" alert if they receive a certificate requiring validation using a SHA-1 hash.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers are RECOMMENDED to reject certificates validated using SHA-1 with a \""bad_certificate\"" alert.""
    }
  }
]"""
87,4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,CertificateVerify Message Overview,"This message is used to provide explicit proof that an endpoint possesses the private key corresponding to its certificate. The CertificateVerify message also provides integrity for the handshake up to this point. Servers MUST send this message when authenticating via a certificate. Clients MUST send this message whenever authenticating via a certificate (i.e., when the Certificate message is non-empty). When sent, this message MUST appear immediately after the Certificate message and immediately prior to the Finished message.","""[
  {
    ""section"": ""4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify"",
    ""title"": ""CertificateVerify Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST/SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients and servers MUST send a CertificateVerify message when authenticating via a certificate. This message MUST appear immediately after the Certificate message and immediately prior to the Finished message.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC/CLI-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST send a CertificateVerify message when authenticating via a certificate, and clients MUST send this message when the Certificate message is non-empty.""
    }
  }
]"""
88,4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Algorithm Requirements,"If the CertificateVerify message is sent by a server, the signature algorithm MUST be one offered in the client's ""signature_algorithms"" extension unless no valid certificate chain can be produced without unsupported algorithms (see Section 4.2.3). If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message.","""[
  {
    ""section"": ""4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify"",
    ""title"": ""Signature Algorithm Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""If the CertificateVerify message is sent by a server, the signature algorithm MUST be one offered in the client's \""signature_algorithms\"" extension unless no valid certificate chain can be produced without unsupported algorithms.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Clients MUST validate that the signature algorithm used in the CertificateVerify message is one of those present in the supported_signature_algorithms field of the \""signature_algorithms\"" extension in the CertificateRequest message.""
    }
  },
  {
    ""section"": ""4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify"",
    ""title"": ""Signature Algorithm Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""If the CertificateVerify message is sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the \""signature_algorithms\"" extension in the CertificateRequest message.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST validate that the signature algorithm used in the client's CertificateVerify message corresponds to the supported signature algorithms from the client's CertificateRequest.""
    }
  }
]"""
89,4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Algorithm Compatibility,"The signature algorithm MUST be compatible with the key in the sender's end-entity certificate. RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"". The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages.","""[
  {
    ""section"": ""4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify"",
    ""title"": ""Signature Algorithm Compatibility"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The signature algorithm MUST be compatible with the key in the sender's end-entity certificate.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST verify that the signature algorithm used is compatible with the key in the sender's end-entity certificate.""
    }
  },
  {
    ""section"": ""4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify"",
    ""title"": ""Signature Algorithm Compatibility"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""RSA signatures MUST use an RSASSA-PSS algorithm, regardless of the presence of RSASSA-PKCS1-v1_5 algorithms in 'signature_algorithms'.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST ensure that RSA signatures use the RSASSA-PSS algorithm.""
    }
  },
  {
    ""section"": ""4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify"",
    ""title"": ""Signature Algorithm Compatibility"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST reject CertificateVerify messages that use the SHA-1 algorithm in signatures.""
    }
  }
]"""
90,4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Verification Process,"The receiver of a CertificateVerify message MUST verify the signature field. The verification process takes as input:

- The content covered by the digital signature
- The public key contained in the end-entity certificate found in the associated Certificate message
- The digital signature received in the signature field of the CertificateVerify message.","""[
  {
    ""section"": ""4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify"",
    ""title"": ""Signature Verification Process"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The server MUST verify the signature field in the CertificateVerify message using the specified components.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""The verification process must use the content covered by the digital signature, the public key from the end-entity certificate, and the digital signature from the CertificateVerify message.""
    }
  }
]"""
91,4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Error Handling,"If the verification fails, the receiver MUST terminate the handshake with a ""decrypt_error"" alert.","""[
  {
    ""section"": ""4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify"",
    ""title"": ""Error Handling"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The receiver MUST terminate the handshake if verification fails.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST send a \""decrypt_error\"" alert to terminate the handshake upon verification failure.""
    }
  }
]"""
92,4.4.4.. Handshake Protocol_Authentication Messages_Finished,Finished Message Overview,"The Finished message is the final message in the Authentication Block. It is essential for providing authentication of the handshake and of the computed keys. Recipients of Finished messages MUST verify that the contents are correct and if incorrect MUST terminate the connection with a ""decrypt_error"" alert.","""[
  {
    ""section"": ""4.4.4.. Handshake Protocol_Authentication Messages_Finished"",
    ""title"": ""Finished Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST ensure the Finished message is correctly constructed to provide authentication of the handshake and computed keys.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST verify the correctness of the Finished message contents and terminate the connection with a \""decrypt_error\"" alert if incorrect.""
    }
  }
]"""
93,4.4.4.. Handshake Protocol_Authentication Messages_Finished,Post-Finished Message Requirements,"Any records following a Finished message MUST be encrypted under the appropriate application traffic key as described in Section 7.2. In particular, this includes any alerts sent by the server in response to client Certificate and CertificateVerify messages.","""[
  {
    ""section"": ""4.4.4.. Handshake Protocol_Authentication Messages_Finished"",
    ""title"": ""Post-Finished Message Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST/SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Any records following a Finished message MUST be encrypted under the appropriate application traffic key.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC/CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST ensure that any alerts sent in response to client Certificate and CertificateVerify messages are encrypted under the appropriate application traffic key.""
    }
  }
]"""
94,4.5.. Handshake Protocol_End of Early Data,EndOfEarlyData Message Overview,"struct {} EndOfEarlyData;

If the server sent an ""early_data"" extension in EncryptedExtensions, the client MUST send an EndOfEarlyData message after receiving the server Finished. If the server does not send an ""early_data"" extension in EncryptedExtensions, then the client MUST NOT send an EndOfEarlyData message. This message indicates that all 0-RTT application_data messages, if any, have been transmitted and that the following records are protected under handshake traffic keys.","""[
  {
    ""section"": ""4.5.. Handshake Protocol_End of Early Data"",
    ""title"": ""EndOfEarlyData Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST send an EndOfEarlyData message after receiving the server's Finished if the server sent an 'early_data' extension in EncryptedExtensions.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST ensure the EndOfEarlyData message is sent only if the 'early_data' extension was included in EncryptedExtensions.""
    }
  },
  {
    ""section"": ""4.5.. Handshake Protocol_End of Early Data"",
    ""title"": ""EndOfEarlyData Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST NOT send an EndOfEarlyData message if the server did not send an 'early_data' extension in EncryptedExtensions.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST reject any EndOfEarlyData messages received if the 'early_data' extension was not sent.""
    }
  }
]"""
95,4.5.. Handshake Protocol_End of Early Data,Message Handling Requirements,"Servers MUST NOT send this message, and clients receiving it MUST terminate the connection with an ""unexpected_message"" alert. This message is encrypted under keys derived from the client_early_traffic_secret.","""[
  {
    ""section"": ""4.5.. Handshake Protocol_End of Early Data"",
    ""title"": ""Message Handling Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST NOT send this message.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients receiving this message MUST terminate the connection with an 'unexpected_message' alert.""
    }
  },
  {
    ""section"": ""4.5.. Handshake Protocol_End of Early Data"",
    ""title"": ""Message Handling Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""This message is encrypted under keys derived from the client_early_traffic_secret.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Clients process this message as part of handling early data.""
    }
  }
]"""
96,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Resumption Requirements,"Any ticket MUST only be resumed with a cipher suite that has the same KDF hash algorithm as that used to establish the original connection. Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session and SHOULD only resume if the SNI value matches the one used in the original session. If such an indication is provided (externally or by any other means), clients MAY resume with a different SNI value.","""[
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Ticket Resumption Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST only attempt to resume a session with a cipher suite that uses the same KDF hash algorithm as the original connection.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST verify that the cipher suite used for resumption matches the KDF hash algorithm of the original session.""
    }
  },
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Ticket Resumption Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST ensure the new SNI value is valid for the certificate used in the original session.""
    }
  },
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Ticket Resumption Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 0,
      ""construction_base"": ""Clients SHOULD only resume if the SNI value matches the one used in the original session.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Servers SHOULD prefer to validate that the SNI value matches the original session's SNI.""
    }
  },
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Ticket Resumption Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 0,
      ""construction_base"": ""Clients MAY resume with a different SNI value if indicated externally or by other means.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Servers MAY accept a session resume with a different SNI value if appropriately indicated.""
    }
  }
]"""
97,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,SNI Value Reporting,"On resumption, if reporting an SNI value to the calling application, implementations MUST use the value sent in the resumption ClientHello rather than the value sent in the previous session. Note that if a server implementation declines all PSK identities with different SNI values, these two values are always the same.","""[
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""SNI Value Reporting"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST use the SNI value sent in the resumption ClientHello when reporting to the calling application.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST ensure that the SNI value reported corresponds to the value sent in the resumption ClientHello.""
    }
  },
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""SNI Value Reporting"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 0,
      ""construction_base"": ""If all PSK identities with different SNI values are declined, both SNI values must be the same.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Servers must ensure consistency between the SNI values when all PSK identities are declined.""
    }
  }
]"""
98,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Field Descriptions,"1. ticket_lifetime: Indicates the lifetime in seconds as a 32-bit unsigned integer in network byte order from the time of ticket issuance. Servers MUST NOT use any value greater than 604800 seconds (7 days). The value of zero indicates that the ticket should be discarded immediately.

2. ticket_age_add: A securely generated, random 32-bit value that obscures the age of the ticket included in the ""pre_shared_key"" extension. The server MUST generate a fresh value for each ticket it sends.

3. ticket_nonce: A per-ticket value that is unique across all tickets issued on this connection.

4. ticket: The value of the ticket to be used as the PSK identity. It MAY be either a database lookup key or a self-encrypted and self-authenticated value.

5. extensions: A set of extension values for the ticket. Clients MUST ignore unrecognized extensions.","""[
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST specify a ticket_lifetime as a 32-bit unsigned integer, not exceeding 604800 seconds, with a value of zero indicating immediate ticket discard.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST discard tickets with a ticket_lifetime of zero.""
    }
  },
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST generate a fresh ticket_age_add value for each ticket, which is a securely generated random 32-bit value.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Clients process the ticket_age_add but do not validate its freshness.""
    }
  },
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST assign a unique ticket_nonce for each ticket issued on the connection.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Clients utilize the ticket_nonce but do not perform validation checks.""
    }
  },
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 0,
      ""construction_base"": ""Servers MAY use the ticket value as either a database key or a self-encrypted and self-authenticated value.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Clients MAY use the ticket value as a PSK identity but do not require specific validation.""
    }
  },
  {
    ""section"": ""4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST include extension values for the ticket, and clients MUST ignore any unrecognized extensions.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST ignore any unrecognized extensions present in the New Session Ticket message.""
    }
  }
]"""
