index,section,title,construction_rule_type,construction_explicitness,construction_base,processing_rule_type,processing_explicitness,processing_base
168,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Resumption Requirements,CLI-MSG-CONST,0,"""Clients SHOULD only resume if the SNI value matches the one used in the original session.""",SRV-MSG-PROC,0,"""Servers SHOULD prefer to validate that the SNI value matches the original session's SNI."""
169,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Resumption Requirements,CLI-MSG-CONST,0,"""Clients MAY resume with a different SNI value if indicated externally or by other means.""",SRV-MSG-PROC,0,"""Servers MAY accept a session resume with a different SNI value if appropriately indicated."""
170,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,SNI Value Reporting,CLI-MSG-CONST,1,"""Clients MUST use the SNI value sent in the resumption ClientHello when reporting to the calling application.""",SRV-MSG-PROC,1,"""Servers MUST ensure that the SNI value reported corresponds to the value sent in the resumption ClientHello."""
171,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,SNI Value Reporting,CLI-MSG-CONST,0,"""If all PSK identities with different SNI values are declined, both SNI values must be the same.""",SRV-MSG-PROC,0,"""Servers must ensure consistency between the SNI values when all PSK identities are declined."""
172,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Field Descriptions,SRV-MSG-CONST,1,"""Servers MUST specify a ticket_lifetime as a 32-bit unsigned integer, not exceeding 604800 seconds, with a value of zero indicating immediate ticket discard.""",CLI-MSG-PROC,1,"""Clients MUST discard tickets with a ticket_lifetime of zero."""
173,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Field Descriptions,SRV-MSG-CONST,1,"""Servers MUST generate a fresh ticket_age_add value for each ticket, which is a securely generated random 32-bit value.""",CLI-MSG-PROC,0,"""Clients process the ticket_age_add but do not validate its freshness."""
174,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Field Descriptions,SRV-MSG-CONST,1,"""Servers MUST assign a unique ticket_nonce for each ticket issued on the connection.""",CLI-MSG-PROC,0,"""Clients utilize the ticket_nonce but do not perform validation checks."""
175,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Field Descriptions,SRV-MSG-CONST,0,"""Servers MAY use the ticket value as either a database key or a self-encrypted and self-authenticated value.""",CLI-MSG-PROC,0,"""Clients MAY use the ticket value as a PSK identity but do not require specific validation."""
176,4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Field Descriptions,SRV-MSG-CONST,1,"""Servers MUST include extension values for the ticket, and clients MUST ignore any unrecognized extensions.""",CLI-MSG-PROC,1,"""Clients MUST ignore any unrecognized extensions present in the New Session Ticket message."""
177,4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Post-Handshake Authentication Overview,CLI-MSG-CONST,1,"""Clients MUST respond to a CertificateRequest with appropriate Authentication messages, including Certificate, CertificateVerify, and Finished if they choose to authenticate.""",SRV-MSG-PROC,1,"""Servers MAY request client authentication at any time after the handshake completion by sending a CertificateRequest message."""
178,4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Post-Handshake Authentication Overview,CLI-MSG-CONST,1,"""If the client declines to authenticate, it MUST send a Certificate message containing no certificates followed by Finished.""",SRV-MSG-PROC,1,"""Servers MUST ensure that all of the client's messages for a given response appear consecutively on the wire with no intervening messages of other types."""
179,4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,CertificateRequest Handling,CLI-MSG-CONST,1,"""Clients MUST send an 'unexpected_message' fatal alert if they receive a CertificateRequest message without having sent the 'post_handshake_auth' extension.""",SRV-MSG-PROC,0,"""Servers sending a CertificateRequest must ensure that clients can handle the request appropriately based on the 'post_handshake_auth' extension."""
180,4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Client Response Timing Considerations,CLI-MSG-CONST,1,"""Clients MAY respond to multiple CertificateRequests in a different order than they were received.""",SRV-MSG-PROC,1,"""Servers MUST be prepared for delays and the possibility of receiving other messages between sending the CertificateRequest and receiving a response."""
181,4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,KeyUpdate Message Overview,CLI-MSG-CONST/SRV-MSG-CONST,1,"""The sender MUST indicate key updates using the KeyUpdate handshake message after sending a Finished message.""",CLI-MSG-PROC/SRV-MSG-PROC,1,"""Receivers MUST terminate the connection with an 'unexpected_message' alert if a KeyUpdate message is received before a Finished message."""
182,4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,KeyUpdate Message Overview,CLI-MSG-CONST/SRV-MSG-CONST,1,"""After sending a KeyUpdate message, the sender SHALL use the newly computed keys for all subsequent traffic.""",CLI-MSG-PROC/SRV-MSG-PROC,1,"""Upon receiving a KeyUpdate message, the receiver MUST update its receiving keys."""
183,4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,request_update Field Description,CLI-MSG-CONST,1,"""The request_update field indicates whether the recipient should respond with its own KeyUpdate.""",SRV-MSG-PROC,1,"""If an implementation receives any value other than the expected value, it MUST terminate the connection with an 'illegal_parameter' alert."""
184,4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,KeyUpdate Response Mechanism,CLI-MSG-CONST/SRV-MSG-CONST,1,"""If the request_update field is set to 'update_requested', the sender MUST prepare to send a KeyUpdate with request_update set to 'update_not_requested' before sending the next Application Data record.""",SRV-MSG-PROC/CLI-MSG-PROC,1,"""The receiver MUST send a KeyUpdate in response to 'update_requested' prior to sending its next Application Data record."""
185,4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,KeyUpdate Response Mechanism,CLI-MSG-CONST/SRV-MSG-CONST,1,"""The mechanism allows either side to force an update to the entire connection.""",SRV-MSG-PROC/CLI-MSG-PROC,1,"""If multiple KeyUpdates are received while silent, the implementation MUST respond with a single update."""
186,4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Encryption and KeyUpdate Order,CLI-MSG-CONST/SRV-MSG-CONST,1,"""Both sender and receiver MUST encrypt their KeyUpdate messages with the old keys.""",CLI-MSG-PROC/SRV-MSG-PROC,1,"""Both sides MUST enforce that a KeyUpdate with the old key is received before accepting any messages encrypted with the new key."""
187,4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Encryption and KeyUpdate Order,CLI-MSG-CONST/SRV-MSG-CONST,0,"""Failure to enforce the order of KeyUpdate messages may allow message truncation attacks.""",CLI-MSG-PROC/SRV-MSG-PROC,0,"""Systems should mitigate the risk of message truncation attacks by following the KeyUpdate order."""
