ID,Section,Title,Content,RuleMatch,ExtractedRule,SlicedRule,classification_full_result,classification_result,MQD,CRA
175,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,RSA Signature Requirements,"RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"". The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages. All SHA-1 signature algorithms in this specification are defined solely for use in legacy certificates and are not valid for CertificateVerify signatures.",1,"<CLI-MSG-CONST> <1> (Clients MUST use RSASSA-PSS algorithm for RSA signatures in CertificateVerify messages) + <SRV-MSG-PROC> <1> (Servers MUST verify that RSA signatures in CertificateVerify messages use RSASSA-PSS algorithm)

<CLI-MSG-CONST> <1> (Clients MUST NOT use SHA-1 algorithm in signatures of CertificateVerify messages) + <SRV-MSG-PROC> <1> (Servers MUST reject CertificateVerify messages containing SHA-1 signatures)",<CLI-MSG-CONST> <1> (Clients MUST use RSASSA-PSS algorithm for RSA signatures in CertificateVerify messages) + <SRV-MSG-PROC> <1> (Servers MUST verify that RSA signatures in CertificateVerify messages use RSASSA-PSS algorithm),"{'classification_result': '0', 'MQD': 'No specific message ordering requirements or dependencies related to message queue.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements or dependencies related to message queue.,No relation to ClientHello message or its contents.
,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,RSA Signature Requirements,"RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"". The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages. All SHA-1 signature algorithms in this specification are defined solely for use in legacy certificates and are not valid for CertificateVerify signatures.",,,<CLI-MSG-CONST> <1> (Clients MUST NOT use SHA-1 algorithm in signatures of CertificateVerify messages) + <SRV-MSG-PROC> <1> (Servers MUST reject CertificateVerify messages containing SHA-1 signatures),"{'classification_result': '0', 'MQD': 'No specific message ordering requirements or dependencies related to message queue.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements or dependencies related to message queue.,No relation to ClientHello message or its contents.
187,Section: 4.5.. Handshake Protocol_End of Early Data,Message Sending Rules,"If the server sent an ""early_data"" extension in EncryptedExtensions, the client MUST send an EndOfEarlyData message after receiving the server Finished. If the server does not send an ""early_data"" extension in EncryptedExtensions, then the client MUST NOT send an EndOfEarlyData message. This message indicates that all 0-RTT application_data messages, if any, have been transmitted and that the following records are protected under handshake traffic keys.",1,"<CLI-MSG-CONST> <1> (Clients MUST send an EndOfEarlyData message after receiving the server's Finished if the server sent an ""early_data"" extension in EncryptedExtensions) + <SRV-MSG-PROC> <1> (Servers MUST verify that clients send an EndOfEarlyData message when the ""early_data"" extension is present)

<CLI-MSG-CONST> <1> (Clients MUST NOT send an EndOfEarlyData message if the server did not send an ""early_data"" extension in EncryptedExtensions) + <SRV-MSG-PROC> <1> (Servers MUST reject messages if clients send an EndOfEarlyData message without the ""early_data"" extension being present)","<CLI-MSG-CONST> <1> (Clients MUST send an EndOfEarlyData message after receiving the server's Finished if the server sent an ""early_data"" extension in EncryptedExtensions) + <SRV-MSG-PROC> <1> (Servers MUST verify that clients send an EndOfEarlyData message when the ""early_data"" extension is present)","{'classification_result': '2', 'MQD': ""Clients MUST send an EndOfEarlyData message after receiving the server's Finished, indicating a clear message queue dependency."", 'CRA': 'The rule is indirectly related to ClientHello through the ""early_data"" extension, but does not explicitly mention ClientHello itself.'}",2,"Clients MUST send an EndOfEarlyData message after receiving the server's Finished, indicating a clear message queue dependency.","The rule is indirectly related to ClientHello through the ""early_data"" extension, but does not explicitly mention ClientHello itself."
,Section: 4.5.. Handshake Protocol_End of Early Data,Message Sending Rules,"If the server sent an ""early_data"" extension in EncryptedExtensions, the client MUST send an EndOfEarlyData message after receiving the server Finished. If the server does not send an ""early_data"" extension in EncryptedExtensions, then the client MUST NOT send an EndOfEarlyData message. This message indicates that all 0-RTT application_data messages, if any, have been transmitted and that the following records are protected under handshake traffic keys.",,,"<CLI-MSG-CONST> <1> (Clients MUST NOT send an EndOfEarlyData message if the server did not send an ""early_data"" extension in EncryptedExtensions) + <SRV-MSG-PROC> <1> (Servers MUST reject messages if clients send an EndOfEarlyData message without the ""early_data"" extension being present)","{'classification_result': '0', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering or dependencies required.,No relation to ClientHello message or its contents.
193,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,Ticket Resumption Conditions,"Any ticket MUST only be resumed with a cipher suite that has the same KDF hash algorithm as that used to establish the original connection. Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session and SHOULD only resume if the SNI value matches the one used in the original session. If such an indication is provided (externally or by any other means), clients MAY resume with a different SNI value.",1,"<CLI-MSG-CONST> <1> (Clients MUST only resume a ticket with a cipher suite that has the same KDF hash algorithm as the original connection) + <SRV-MSG-PROC> <1> (Servers MUST verify that the cipher suite used for ticket resumption matches the original KDF hash algorithm)

<CLI-MSG-PROC> <1> (Clients MUST verify that the new SNI value is valid for the server certificate presented in the original session) + <SRV-MSG-PROC> <1> (Servers MUST validate the new SNI value against the original session's server certificate)

<CLI-MSG-PROC> <0> (Clients SHOULD only resume if the new SNI value matches the one used in the original session) + <SRV-MSG-PROC> <0> (Servers SHOULD prefer resumption with matching SNI values for optimal security)

<CLI-MSG-PROC> <0> (Clients MAY resume with a different SNI value if indicated) + <SRV-MSG-PROC> <0> (Servers MAY accept resumption with a different SNI value if indicated externally)",<CLI-MSG-CONST> <1> (Clients MUST only resume a ticket with a cipher suite that has the same KDF hash algorithm as the original connection) + <SRV-MSG-PROC> <1> (Servers MUST verify that the cipher suite used for ticket resumption matches the original KDF hash algorithm),"{'classification_result': '0', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering or dependencies required.,No relation to ClientHello message or its contents.
194,Section: 4.6.1.. Handshake Protocol_Post-Handshake Messages_New Session Ticket Message,SNI Reporting,"On resumption, if reporting an SNI value to the calling application, implementations MUST use the value sent in the resumption ClientHello rather than the value sent in the previous session. Note that if a server implementation declines all PSK identities with different SNI values, these two values are always the same.",1,"<CLI-MSG-CONST> <1> (On resumption, clients MUST use the SNI value from the resumption ClientHello when reporting to the calling application) + <SRV-MSG-PROC> <0> (Servers MUST ensure that SNI values are consistent when declining all PSK identities)","<CLI-MSG-CONST> <1> (On resumption, clients MUST use the SNI value from the resumption ClientHello when reporting to the calling application) + <SRV-MSG-PROC> <0> (Servers MUST ensure that SNI values are consistent when declining all PSK identities)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'Directly relates to ClientHello through the use of the SNI value in the resumption ClientHello.'}",1,No specific message ordering or dependencies required.,Directly relates to ClientHello through the use of the SNI value in the resumption ClientHello.
205,Section: 4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Client Authentication Requirements,"If the client chooses to authenticate, it MUST send Certificate, CertificateVerify, and Finished. If it declines, it MUST send a Certificate message containing no certificates followed by Finished. All of the client's messages for a given response MUST appear consecutively on the wire with no intervening messages of other types.",1,"<CLI-MSG-CONST> <1> (Clients MUST send Certificate, CertificateVerify, and Finished messages if they choose to authenticate) + <SRV-MSG-PROC> <1> (Servers MUST expect these messages consecutively without intervening message types when client authentication is chosen)  
<CLI-MSG-CONST> <1> (Clients MUST send a Certificate message containing no certificates followed by Finished if they decline to authenticate) + <SRV-MSG-PROC> <1> (Servers MUST expect the decline messages consecutively without intervening message types)  
<CLI-MSG-PROC> <1> (Clients MUST ensure all messages for a given response appear consecutively on the wire) + <SRV-MSG-PROC> <1> (Servers MUST reject any response with intervening message types between client messages)","<CLI-MSG-CONST> <1> (Clients MUST send Certificate, CertificateVerify, and Finished messages if they choose to authenticate) + <SRV-MSG-PROC> <1> (Servers MUST expect these messages consecutively without intervening message types when client authentication is chosen)","{'classification_result': '0', 'MQD': 'No specific message ordering requirements related to ClientHello; the focus is on authentication messages.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements related to ClientHello; the focus is on authentication messages.,No relation to ClientHello message or its contents.
,Section: 4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Client Authentication Requirements,"If the client chooses to authenticate, it MUST send Certificate, CertificateVerify, and Finished. If it declines, it MUST send a Certificate message containing no certificates followed by Finished. All of the client's messages for a given response MUST appear consecutively on the wire with no intervening messages of other types.",,,<CLI-MSG-CONST> <1> (Clients MUST send a Certificate message containing no certificates followed by Finished if they decline to authenticate) + <SRV-MSG-PROC> <1> (Servers MUST expect the decline messages consecutively without intervening message types),"{'classification_result': '2', 'MQD': 'Clients are required to send a Certificate message followed by a Finished message, creating a clear message queue dependency.', 'CRA': 'No direct relation to ClientHello message or its contents.'}",2,"Clients are required to send a Certificate message followed by a Finished message, creating a clear message queue dependency.",No direct relation to ClientHello message or its contents.
212,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Request Update Field,"The request_update field indicates whether the recipient of the KeyUpdate should respond with its own KeyUpdate. If an implementation receives any other value, it MUST terminate the connection with an ""illegal_parameter"" alert.",1,"<CLI-MSG-CONST> <1> (Clients MUST set the request_update field to indicate whether a KeyUpdate response is required) + <SRV-MSG-PROC> <1> (Servers MUST terminate the connection with an ""illegal_parameter"" alert if an invalid request_update value is received)","<CLI-MSG-CONST> <1> (Clients MUST set the request_update field to indicate whether a KeyUpdate response is required) + <SRV-MSG-PROC> <1> (Servers MUST terminate the connection with an ""illegal_parameter"" alert if an invalid request_update value is received)","{'classification_result': '0', 'MQD': 'No specific message ordering requirements or dependencies indicated in the rule text.', 'CRA': 'No relation to ClientHello message or its contents; focuses on KeyUpdate functionality.'}",0,No specific message ordering requirements or dependencies indicated in the rule text.,No relation to ClientHello message or its contents; focuses on KeyUpdate functionality.
216,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Encryption Requirements,"Both sender and receiver MUST encrypt their KeyUpdate messages with the old keys. Additionally, both sides MUST enforce that a KeyUpdate with the old key is received before accepting any messages encrypted with the new key. Failure to do so may allow message truncation attacks.",1,"<CLI-MSG-CONST> <1> (Clients MUST encrypt their KeyUpdate messages with the old keys) + <SRV-MSG-PROC> <1> (Servers MUST enforce that a KeyUpdate with the old key is received before accepting messages encrypted with the new key)  
<SRV-MSG-PROC> <1> (Servers MUST reject any messages encrypted with the new key until the KeyUpdate with the old key is verified) + <CLI-MSG-PROC> <1> (Clients MUST ensure that receiving the KeyUpdate with the old key occurs before processing messages encrypted with the new key)",<CLI-MSG-CONST> <1> (Clients MUST encrypt their KeyUpdate messages with the old keys) + <SRV-MSG-PROC> <1> (Servers MUST enforce that a KeyUpdate with the old key is received before accepting messages encrypted with the new key),"{'classification_result': '0', 'MQD': 'No specific message ordering or dependencies required; KeyUpdate does not depend on any preceding ClientHello.', 'CRA': 'No relation to ClientHello message or its contents; focuses solely on KeyUpdate messages.'}",0,No specific message ordering or dependencies required; KeyUpdate does not depend on any preceding ClientHello.,No relation to ClientHello message or its contents; focuses solely on KeyUpdate messages.
