text,sr,rule,strategy,action_sequence
"Implementations MUST NOT send record types not defined in this
document unless negotiated by some extension.  If a TLS
implementation receives an unexpected record type, it MUST terminate
the connection with an ""unexpected_message"" alert.  New record
content type values are assigned by IANA in the TLS ContentType
registry as described in Section 11.","{'protocol': 'TLS 1.3', 'content': 'Implementations MUST NOT send record types not defined in this document unless negotiated by some extension.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.content_type"",
        ""construction_rule"": {
            ""role"": ""sender"",
            ""content"": ""When sending records in TLS 1.3, the sender MUST ensure that the record type in 'tls.record.content_type' is only one of those defined within the TLS 1.3 specification unless explicitly negotiated through an extension.""
        },
        ""processing_rule"": {
            ""role"": ""receiver"",
            ""content"": ""Upon receiving a record, the receiver MUST check that the record type in 'tls.record.content_type' is one of the types defined in the TLS 1.3 specification or negotiated explicitly through an extension. If the record type is invalid, the receiver MUST terminate the connection with an 'unexpected_message' alert.""
        }
    }
}","{
    ""rule_violation"": ""The sender uses a record type in 'tls.record.content_type' that is not defined in TLS 1.3 specification or not explicitly negotiated through an extension."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to an undefined value 0xFF, which is not specified in the TLS 1.3 specification."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to 0x00, which is reserved and not a valid type in the TLS 1.3 specification."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to 0x15, which was valid in previous versions but not in TLS 1.3 without explicit negotiation."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.content_type""],
            ""new_value"": [0xFF]
        }
    ]
}"
"Implementations MUST NOT send record types not defined in this
document unless negotiated by some extension.  If a TLS
implementation receives an unexpected record type, it MUST terminate
the connection with an ""unexpected_message"" alert.  New record
content type values are assigned by IANA in the TLS ContentType
registry as described in Section 11.","{'protocol': 'TLS 1.3', 'content': 'Implementations MUST NOT send record types not defined in this document unless negotiated by some extension.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.content_type"",
        ""construction_rule"": {
            ""role"": ""sender"",
            ""content"": ""When sending records in TLS 1.3, the sender MUST ensure that the record type in 'tls.record.content_type' is only one of those defined within the TLS 1.3 specification unless explicitly negotiated through an extension.""
        },
        ""processing_rule"": {
            ""role"": ""receiver"",
            ""content"": ""Upon receiving a record, the receiver MUST check that the record type in 'tls.record.content_type' is one of the types defined in the TLS 1.3 specification or negotiated explicitly through an extension. If the record type is invalid, the receiver MUST terminate the connection with an 'unexpected_message' alert.""
        }
    }
}","{
    ""rule_violation"": ""The sender uses a record type in 'tls.record.content_type' that is not defined in TLS 1.3 specification or not explicitly negotiated through an extension."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to an undefined value 0xFF, which is not specified in the TLS 1.3 specification."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to 0x00, which is reserved and not a valid type in the TLS 1.3 specification."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to 0x15, which was valid in previous versions but not in TLS 1.3 without explicit negotiation."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.content_type""],
            ""new_value"": [0x00]
        }
    ]
}"
"Implementations MUST NOT send record types not defined in this
document unless negotiated by some extension.  If a TLS
implementation receives an unexpected record type, it MUST terminate
the connection with an ""unexpected_message"" alert.  New record
content type values are assigned by IANA in the TLS ContentType
registry as described in Section 11.","{'protocol': 'TLS 1.3', 'content': 'Implementations MUST NOT send record types not defined in this document unless negotiated by some extension.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.content_type"",
        ""construction_rule"": {
            ""role"": ""sender"",
            ""content"": ""When sending records in TLS 1.3, the sender MUST ensure that the record type in 'tls.record.content_type' is only one of those defined within the TLS 1.3 specification unless explicitly negotiated through an extension.""
        },
        ""processing_rule"": {
            ""role"": ""receiver"",
            ""content"": ""Upon receiving a record, the receiver MUST check that the record type in 'tls.record.content_type' is one of the types defined in the TLS 1.3 specification or negotiated explicitly through an extension. If the record type is invalid, the receiver MUST terminate the connection with an 'unexpected_message' alert.""
        }
    }
}","{
    ""rule_violation"": ""The sender uses a record type in 'tls.record.content_type' that is not defined in TLS 1.3 specification or not explicitly negotiated through an extension."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to an undefined value 0xFF, which is not specified in the TLS 1.3 specification."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to 0x00, which is reserved and not a valid type in the TLS 1.3 specification."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""Send a TLS record with a content type set to 0x15, which was valid in previous versions but not in TLS 1.3 without explicit negotiation."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.content_type""],
            ""new_value"": [0x15]
        }
    ]
}"
"Handshake messages MAY be coalesced into a single TLSPlaintext record or fragmented across several records, provided that: - Handshake messages MUST NOT be interleaved with other record types.
That is, if a handshake message is split over two or more records, there MUST NOT be any other records between them.","{'protocol': 'TLS 1.3', 'content': 'Handshake messages MAY be coalesced into a single TLSPlaintext record or fragmented across several records, provided that Handshake messages MUST NOT be interleaved with other record types. If a handshake message is split over two or more records, there MUST NOT be any other records between them.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""A client MAY coalesce multiple Handshake messages into a single TLSPlaintext record or fragment them over multiple records, as long as Handshake messages are not interleaved with other record types. If splitting a Handshake message across records, the split parts MUST be contiguous.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""The server MUST process Handshake messages without interleaving them with other types of records. If a Handshake message is fragmented across multiple records, the fragments must appear sequentially without any intervening records of different types.""
        }
    }
}","{
    ""rule_violation"": ""The client interleaves Handshake messages with other record types or fragments Handshake messages in a non-contiguous manner, violating the construction and processing rules."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record stream where a Handshake message is split between two records, but another record type (e.g., ApplicationData) is placed in between the Handshake message fragments."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record containing an incomplete Handshake message, followed by a record with an entirely different record type (e.g., ChangeCipherSpec), and then continue the Handshake message in a subsequent record."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record containing multiple Handshake messages interleaved with other types of records (e.g., Alert) within the same stream."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record with a Handshake message fragmented into multiple non-contiguous records and introduce arbitrary delay between sending the fragmented parts."",
            ""expected_behavior"": ""Timeout""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record1""],
            ""position"": ""tls.record"",
            ""value"": []
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record1"", ""tls.record.content_type""],
            ""value"": [0x16]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record1"", ""tls.record.version""],
            ""value"": [0x03, 0x03]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record1"", ""tls.record.length""],
            ""value"": [0x00, 0x10]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record1"", ""tls.handshake""],
            ""value"": []
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record1"", ""tls.handshake"", ""tls.handshake.type""],
            ""value"": [0x01]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record1"", ""tls.handshake"", ""tls.handshake.length""],
            ""value"": [0x00, 0x00, 0x08]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record2""],
            ""position"": ""tls.record1"",
            ""value"": []
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record2"", ""tls.record.content_type""],
            ""value"": [0x17]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record2"", ""tls.record.version""],
            ""value"": [0x03, 0x03]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record2"", ""tls.record.length""],
            ""value"": [0x00, 0x10]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3""],
            ""position"": ""tls.record2"",
            ""value"": []
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.record.content_type""],
            ""value"": [0x16]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.record.version""],
            ""value"": [0x03, 0x03]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.record.length""],
            ""value"": [0x00, 0x10]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.handshake""],
            ""value"": []
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.handshake"", ""tls.handshake.type""],
            ""value"": [0x01]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.handshake"", ""tls.handshake.length""],
            ""value"": [0x00, 0x00, 0x08]
        }
    ]
}"
"Handshake messages MAY be coalesced into a single TLSPlaintext record or fragmented across several records, provided that: - Handshake messages MUST NOT be interleaved with other record types.
That is, if a handshake message is split over two or more records, there MUST NOT be any other records between them.","{'protocol': 'TLS 1.3', 'content': 'Handshake messages MAY be coalesced into a single TLSPlaintext record or fragmented across several records, provided that Handshake messages MUST NOT be interleaved with other record types. If a handshake message is split over two or more records, there MUST NOT be any other records between them.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""A client MAY coalesce multiple Handshake messages into a single TLSPlaintext record or fragment them over multiple records, as long as Handshake messages are not interleaved with other record types. If splitting a Handshake message across records, the split parts MUST be contiguous.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""The server MUST process Handshake messages without interleaving them with other types of records. If a Handshake message is fragmented across multiple records, the fragments must appear sequentially without any intervening records of different types.""
        }
    }
}","{
    ""rule_violation"": ""The client interleaves Handshake messages with other record types or fragments Handshake messages in a non-contiguous manner, violating the construction and processing rules."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record stream where a Handshake message is split between two records, but another record type (e.g., ApplicationData) is placed in between the Handshake message fragments."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record containing an incomplete Handshake message, followed by a record with an entirely different record type (e.g., ChangeCipherSpec), and then continue the Handshake message in a subsequent record."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record containing multiple Handshake messages interleaved with other types of records (e.g., Alert) within the same stream."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record with a Handshake message fragmented into multiple non-contiguous records and introduce arbitrary delay between sending the fragmented parts."",
            ""expected_behavior"": ""Timeout""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.content_type""],
            ""new_value"": [0x16]
        },
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.length""],
            ""new_value"": [0x00, 0x10]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record2""]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record2"", ""tls.record2.content_type""],
            ""value"": [0x14]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3""]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.record3.content_type""],
            ""value"": [0x16]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.handshake""]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.handshake"", ""tls.handshake.type""],
            ""value"": [0x01]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record3"", ""tls.handshake"", ""tls.handshake.length""],
            ""value"": [0x00, 0x10]
        }
    ]
}"
"Handshake messages MAY be coalesced into a single TLSPlaintext record or fragmented across several records, provided that: - Handshake messages MUST NOT be interleaved with other record types.
That is, if a handshake message is split over two or more records, there MUST NOT be any other records between them.","{'protocol': 'TLS 1.3', 'content': 'Handshake messages MAY be coalesced into a single TLSPlaintext record or fragmented across several records, provided that Handshake messages MUST NOT be interleaved with other record types. If a handshake message is split over two or more records, there MUST NOT be any other records between them.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""A client MAY coalesce multiple Handshake messages into a single TLSPlaintext record or fragment them over multiple records, as long as Handshake messages are not interleaved with other record types. If splitting a Handshake message across records, the split parts MUST be contiguous.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""The server MUST process Handshake messages without interleaving them with other types of records. If a Handshake message is fragmented across multiple records, the fragments must appear sequentially without any intervening records of different types.""
        }
    }
}","{
    ""rule_violation"": ""The client interleaves Handshake messages with other record types or fragments Handshake messages in a non-contiguous manner, violating the construction and processing rules."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record stream where a Handshake message is split between two records, but another record type (e.g., ApplicationData) is placed in between the Handshake message fragments."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record containing an incomplete Handshake message, followed by a record with an entirely different record type (e.g., ChangeCipherSpec), and then continue the Handshake message in a subsequent record."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record containing multiple Handshake messages interleaved with other types of records (e.g., Alert) within the same stream."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record with a Handshake message fragmented into multiple non-contiguous records and introduce arbitrary delay between sending the fragmented parts."",
            ""expected_behavior"": ""Timeout""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record"", ""tls.alert""],
            ""position"": ""tls.handshake"",
            ""value"": []
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record"", ""tls.alert"", ""tls.alert.level""],
            ""value"": [0x01]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record"", ""tls.alert"", ""tls.alert.description""],
            ""value"": [0x00]
        }
    ]
}"
"Handshake messages MAY be coalesced into a single TLSPlaintext record or fragmented across several records, provided that: - Handshake messages MUST NOT be interleaved with other record types.
That is, if a handshake message is split over two or more records, there MUST NOT be any other records between them.","{'protocol': 'TLS 1.3', 'content': 'Handshake messages MAY be coalesced into a single TLSPlaintext record or fragmented across several records, provided that Handshake messages MUST NOT be interleaved with other record types. If a handshake message is split over two or more records, there MUST NOT be any other records between them.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""A client MAY coalesce multiple Handshake messages into a single TLSPlaintext record or fragment them over multiple records, as long as Handshake messages are not interleaved with other record types. If splitting a Handshake message across records, the split parts MUST be contiguous.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""The server MUST process Handshake messages without interleaving them with other types of records. If a Handshake message is fragmented across multiple records, the fragments must appear sequentially without any intervening records of different types.""
        }
    }
}","{
    ""rule_violation"": ""The client interleaves Handshake messages with other record types or fragments Handshake messages in a non-contiguous manner, violating the construction and processing rules."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record stream where a Handshake message is split between two records, but another record type (e.g., ApplicationData) is placed in between the Handshake message fragments."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record containing an incomplete Handshake message, followed by a record with an entirely different record type (e.g., ChangeCipherSpec), and then continue the Handshake message in a subsequent record."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record containing multiple Handshake messages interleaved with other types of records (e.g., Alert) within the same stream."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record"",
            ""description"": ""Send a TLSPlaintext record with a Handshake message fragmented into multiple non-contiguous records and introduce arbitrary delay between sending the fragmented parts."",
            ""expected_behavior"": ""Timeout""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.length""],
            ""new_value"": [0x00, 0x10]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment1""]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment1"", ""tls.record.content_type""],
            ""value"": [0x16]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment1"", ""tls.record.version""],
            ""value"": [0x03, 0x03]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment1"", ""tls.record.length""],
            ""value"": [0x00, 0x05]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment1"", ""tls.handshake""]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment1"", ""tls.handshake"", ""tls.handshake.type""],
            ""value"": [0x01]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment1"", ""tls.handshake"", ""tls.handshake.length""],
            ""value"": [0x00, 0x00, 0x05]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment2""]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment2"", ""tls.record.content_type""],
            ""value"": [0x16]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment2"", ""tls.record.version""],
            ""value"": [0x03, 0x03]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment2"", ""tls.record.length""],
            ""value"": [0x00, 0x05]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment2"", ""tls.handshake""]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment2"", ""tls.handshake"", ""tls.handshake.type""],
            ""value"": [0x01]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record.fragment2"", ""tls.handshake"", ""tls.handshake.length""],
            ""value"": [0x00, 0x00, 0x05]
        }
    ]
}"
The client and the server must share knowledge that the connection is ending in order to avoid a truncation attack.,"{'protocol': 'TLS 1.3', 'content': 'The client and the server must share knowledge that the connection is ending in order to avoid a truncation attack.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.content_type"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""The client MUST send a 'close_notify' alert to indicate the termination of the connection and signal to the server that no further data will be sent.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving a 'close_notify' alert from the client, the server MUST send its own 'close_notify' alert back to the client and refrain from sending further data to ensure mutual knowledge of connection termination.""
        }
    }
}","{
    ""rule_violation"": ""The client fails to send a 'close_notify' alert to indicate the termination of the connection."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client terminates the connection abruptly without sending a 'close_notify' alert."",
            ""expected_behavior"": ""Timeout""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends a 'close_notify' alert with an incorrect content type value."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends a 'close_notify' alert but continues to send additional application data after it."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends an unrelated alert (e.g., 'unexpected_message') instead of 'close_notify' to terminate the connection."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""remove"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake""]
        }
    ]
}"
The client and the server must share knowledge that the connection is ending in order to avoid a truncation attack.,"{'protocol': 'TLS 1.3', 'content': 'The client and the server must share knowledge that the connection is ending in order to avoid a truncation attack.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.content_type"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""The client MUST send a 'close_notify' alert to indicate the termination of the connection and signal to the server that no further data will be sent.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving a 'close_notify' alert from the client, the server MUST send its own 'close_notify' alert back to the client and refrain from sending further data to ensure mutual knowledge of connection termination.""
        }
    }
}","{
    ""rule_violation"": ""The client fails to send a 'close_notify' alert to indicate the termination of the connection."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client terminates the connection abruptly without sending a 'close_notify' alert."",
            ""expected_behavior"": ""Timeout""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends a 'close_notify' alert with an incorrect content type value."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends a 'close_notify' alert but continues to send additional application data after it."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends an unrelated alert (e.g., 'unexpected_message') instead of 'close_notify' to terminate the connection."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.content_type""],
            ""new_value"": [0xFF]
        }
    ]
}"
The client and the server must share knowledge that the connection is ending in order to avoid a truncation attack.,"{'protocol': 'TLS 1.3', 'content': 'The client and the server must share knowledge that the connection is ending in order to avoid a truncation attack.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.content_type"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""The client MUST send a 'close_notify' alert to indicate the termination of the connection and signal to the server that no further data will be sent.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving a 'close_notify' alert from the client, the server MUST send its own 'close_notify' alert back to the client and refrain from sending further data to ensure mutual knowledge of connection termination.""
        }
    }
}","{
    ""rule_violation"": ""The client fails to send a 'close_notify' alert to indicate the termination of the connection."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client terminates the connection abruptly without sending a 'close_notify' alert."",
            ""expected_behavior"": ""Timeout""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends a 'close_notify' alert with an incorrect content type value."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends a 'close_notify' alert but continues to send additional application data after it."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.content_type"",
            ""description"": ""The client sends an unrelated alert (e.g., 'unexpected_message') instead of 'close_notify' to terminate the connection."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.content_type""],
            ""new_value"": [0x0A]
        }
    ]
}"
